"Gene","Neratinib","Vorinostat","Bortezomib","Number.of.drugs"
"NUDT5",TRUE,FALSE,FALSE,1
"NUDT9",TRUE,FALSE,FALSE,1
"NUFIP1",TRUE,FALSE,FALSE,1
"NUMBL",TRUE,FALSE,FALSE,1
"NUP107",TRUE,FALSE,FALSE,1
"NUP160",TRUE,FALSE,FALSE,1
"NUP35",TRUE,FALSE,FALSE,1
"NUP37",TRUE,FALSE,FALSE,1
"NUP50",TRUE,FALSE,FALSE,1
"NUP50-AS1",TRUE,FALSE,FALSE,1
"NUP54",TRUE,FALSE,FALSE,1
"NUP58",TRUE,FALSE,FALSE,1
"NUP62",TRUE,FALSE,FALSE,1
"NUP85",TRUE,FALSE,FALSE,1
"NUP88",TRUE,FALSE,FALSE,1
"NUP93",TRUE,FALSE,FALSE,1
"NUPL2",TRUE,FALSE,FALSE,1
"NUPR1",TRUE,FALSE,FALSE,1
"NUS1",TRUE,FALSE,FALSE,1
"NUTF2",TRUE,FALSE,FALSE,1
"NVL",TRUE,FALSE,FALSE,1
"NXF1",TRUE,FALSE,FALSE,1
"NXT1",TRUE,FALSE,FALSE,1
"NXT2",TRUE,FALSE,FALSE,1
"OARD1",TRUE,FALSE,FALSE,1
"OAZ1",TRUE,FALSE,FALSE,1
"OAZ2",TRUE,FALSE,FALSE,1
"OAZ3",TRUE,FALSE,FALSE,1
"OCIAD1",TRUE,FALSE,FALSE,1
"OCIAD2",TRUE,FALSE,FALSE,1
"OCLN",TRUE,FALSE,FALSE,1
"ODC1",TRUE,FALSE,FALSE,1
"OFD1",TRUE,FALSE,FALSE,1
"OGFOD1",TRUE,FALSE,FALSE,1
"OGFR",TRUE,FALSE,FALSE,1
"OGFRL1",TRUE,FALSE,FALSE,1
"OLA1",TRUE,FALSE,FALSE,1
"OLAH",TRUE,FALSE,FALSE,1
"OPA3",TRUE,FALSE,FALSE,1
"OPN3",TRUE,FALSE,FALSE,1
"ORAOV1",TRUE,FALSE,FALSE,1
"ORC3",TRUE,FALSE,FALSE,1
"ORC4",TRUE,FALSE,FALSE,1
"ORMDL1",TRUE,FALSE,FALSE,1
"ORMDL2",TRUE,FALSE,FALSE,1
"OS9",TRUE,FALSE,FALSE,1
"OSBP",TRUE,FALSE,FALSE,1
"OSBPL1A",TRUE,FALSE,FALSE,1
"OSBPL2",TRUE,FALSE,FALSE,1
"OSBPL9",TRUE,FALSE,FALSE,1
"OSCP1",TRUE,FALSE,FALSE,1
"OSER1",TRUE,FALSE,FALSE,1
"OSER1-AS1",TRUE,FALSE,FALSE,1
"OSGIN1",TRUE,FALSE,FALSE,1
"OSGIN2",TRUE,FALSE,FALSE,1
"OSMR",TRUE,FALSE,FALSE,1
"OSMR-AS1",TRUE,FALSE,FALSE,1
"OSTM1",TRUE,FALSE,FALSE,1
"OTUD3",TRUE,FALSE,FALSE,1
"OTUD4",TRUE,FALSE,FALSE,1
"OTUD6B-AS1",TRUE,FALSE,FALSE,1
"OTUD7B",TRUE,FALSE,FALSE,1
"OVGP1",TRUE,FALSE,FALSE,1
"OVOL1",TRUE,FALSE,FALSE,1
"OVOL2",TRUE,FALSE,FALSE,1
"OVOS2",TRUE,FALSE,FALSE,1
"OXSM",TRUE,FALSE,FALSE,1
"OXSR1",TRUE,FALSE,FALSE,1
"P2RX4",TRUE,FALSE,FALSE,1
"P2RY11",TRUE,FALSE,FALSE,1
"P4HA2",TRUE,FALSE,FALSE,1
"PA2G4",TRUE,FALSE,FALSE,1
"PABPC4",TRUE,FALSE,FALSE,1
"PABPN1",TRUE,FALSE,FALSE,1
"PACSIN2",TRUE,FALSE,FALSE,1
"PACSIN3",TRUE,FALSE,FALSE,1
"PAFAH1B1",TRUE,FALSE,FALSE,1
"PAFAH1B2",TRUE,FALSE,FALSE,1
"PAICS",TRUE,FALSE,FALSE,1
"PAIP1",TRUE,FALSE,FALSE,1
"PAIP2",TRUE,FALSE,FALSE,1
"PAK1",TRUE,FALSE,FALSE,1
"PAK1IP1",TRUE,FALSE,FALSE,1
"PAK2",TRUE,FALSE,FALSE,1
"PAK4",TRUE,FALSE,FALSE,1
"PAN3",TRUE,FALSE,FALSE,1
"PANK2",TRUE,FALSE,FALSE,1
"PANK3",TRUE,FALSE,FALSE,1
"PANX1",TRUE,FALSE,FALSE,1
"PAPD4",TRUE,FALSE,FALSE,1
"PAPOLA",TRUE,FALSE,FALSE,1
"PARD3",TRUE,FALSE,FALSE,1
"PARD6B",TRUE,FALSE,FALSE,1
"PARL",TRUE,FALSE,FALSE,1
"PARM1",TRUE,FALSE,FALSE,1
"PARP1",TRUE,FALSE,FALSE,1
"PARP12",TRUE,FALSE,FALSE,1
"PARP2",TRUE,FALSE,FALSE,1
"PARS2",TRUE,FALSE,FALSE,1
"PARVA",TRUE,FALSE,FALSE,1
"PAWR",TRUE,FALSE,FALSE,1
"PAXBP1",TRUE,FALSE,FALSE,1
"PAXIP1-AS1",TRUE,FALSE,FALSE,1
"PBDC1",TRUE,FALSE,FALSE,1
"PBRM1",TRUE,FALSE,FALSE,1
"PCBD1",TRUE,FALSE,FALSE,1
"PCDH1",TRUE,FALSE,FALSE,1
"PCF11",TRUE,FALSE,FALSE,1
"PCGF1",TRUE,FALSE,FALSE,1
"PCGF2",TRUE,FALSE,FALSE,1
"PCGF5",TRUE,FALSE,FALSE,1
"PCID2",TRUE,FALSE,FALSE,1
"PCLO",TRUE,FALSE,FALSE,1
"PCMT1",TRUE,FALSE,FALSE,1
"PCNA",TRUE,FALSE,FALSE,1
"PCNP",TRUE,FALSE,FALSE,1
"PCYT1A",TRUE,FALSE,FALSE,1
"PDCD10",TRUE,FALSE,FALSE,1
"PDCD11",TRUE,FALSE,FALSE,1
"PDCD2",TRUE,FALSE,FALSE,1
"PDCD2L",TRUE,FALSE,FALSE,1
"PDCD5",TRUE,FALSE,FALSE,1
"PDCD6IP",TRUE,FALSE,FALSE,1
"PDCD7",TRUE,FALSE,FALSE,1
"PDDC1",TRUE,FALSE,FALSE,1
"PDE12",TRUE,FALSE,FALSE,1
"PDGFC",TRUE,FALSE,FALSE,1
"PDHA1",TRUE,FALSE,FALSE,1
"PDHX",TRUE,FALSE,FALSE,1
"PDIA3",TRUE,FALSE,FALSE,1
"PDIA4",TRUE,FALSE,FALSE,1
"PDIA5",TRUE,FALSE,FALSE,1
"PDIA6",TRUE,FALSE,FALSE,1
"PDLIM1",TRUE,FALSE,FALSE,1
"PDLIM4",TRUE,FALSE,FALSE,1
"PDLIM5",TRUE,FALSE,FALSE,1
"PDPK1",TRUE,FALSE,FALSE,1
"PDRG1",TRUE,FALSE,FALSE,1
"PDS5A",TRUE,FALSE,FALSE,1
"PDSS1",TRUE,FALSE,FALSE,1
"PDXDC1",TRUE,FALSE,FALSE,1
"PDXK",TRUE,FALSE,FALSE,1
"PDZD8",TRUE,FALSE,FALSE,1
"PDZK1",TRUE,FALSE,FALSE,1
"PDZK1IP1",TRUE,FALSE,FALSE,1
"PEA15",TRUE,FALSE,FALSE,1
"PEF1",TRUE,FALSE,FALSE,1
"PEG3",TRUE,FALSE,FALSE,1
"PELO",TRUE,FALSE,FALSE,1
"PELP1",TRUE,FALSE,FALSE,1
"PEPD",TRUE,FALSE,FALSE,1
"PERP",TRUE,FALSE,FALSE,1
"PES1",TRUE,FALSE,FALSE,1
"PET100",TRUE,FALSE,FALSE,1
"PET117",TRUE,FALSE,FALSE,1
"PEX12",TRUE,FALSE,FALSE,1
"PEX13",TRUE,FALSE,FALSE,1
"PEX14",TRUE,FALSE,FALSE,1
"PEX16",TRUE,FALSE,FALSE,1
"PEX19",TRUE,FALSE,FALSE,1
"PEX5",TRUE,FALSE,FALSE,1
"PEX7",TRUE,FALSE,FALSE,1
"PFDN1",TRUE,FALSE,FALSE,1
"PFDN2",TRUE,FALSE,FALSE,1
"PFDN4",TRUE,FALSE,FALSE,1
"PFDN6",TRUE,FALSE,FALSE,1
"PFKFB2",TRUE,FALSE,FALSE,1
"PFKP",TRUE,FALSE,FALSE,1
"PFN2",TRUE,FALSE,FALSE,1
"PGAM5",TRUE,FALSE,FALSE,1
"PGBD1",TRUE,FALSE,FALSE,1
"PGBD4",TRUE,FALSE,FALSE,1
"PGGT1B",TRUE,FALSE,FALSE,1
"PGK1",TRUE,FALSE,FALSE,1
"PGM3",TRUE,FALSE,FALSE,1
"PGRMC1",TRUE,FALSE,FALSE,1
"PGRMC2",TRUE,FALSE,FALSE,1
"PHACTR4",TRUE,FALSE,FALSE,1
"PHAX",TRUE,FALSE,FALSE,1
"PHB",TRUE,FALSE,FALSE,1
"PHC2",TRUE,FALSE,FALSE,1
"PHF10",TRUE,FALSE,FALSE,1
"PHF11",TRUE,FALSE,FALSE,1
"PHF13",TRUE,FALSE,FALSE,1
"PHF14",TRUE,FALSE,FALSE,1
"PHF20",TRUE,FALSE,FALSE,1
"PHF20L1",TRUE,FALSE,FALSE,1
"PHF23",TRUE,FALSE,FALSE,1
"PHF5A",TRUE,FALSE,FALSE,1
"PHGDH",TRUE,FALSE,FALSE,1
"PHKA1",TRUE,FALSE,FALSE,1
"PHKG1",TRUE,FALSE,FALSE,1
"PHKG2",TRUE,FALSE,FALSE,1
"PHLDA3",TRUE,FALSE,FALSE,1
"PHLDB2",TRUE,FALSE,FALSE,1
"PHLPP1",TRUE,FALSE,FALSE,1
"PHLPP2",TRUE,FALSE,FALSE,1
"PHRF1",TRUE,FALSE,FALSE,1
"PI3",TRUE,FALSE,FALSE,1
"PI4K2A",TRUE,FALSE,FALSE,1
"PIAS4",TRUE,FALSE,FALSE,1
"PICALM",TRUE,FALSE,FALSE,1
"PICK1",TRUE,FALSE,FALSE,1
"PIGA",TRUE,FALSE,FALSE,1
"PIGBOS1",TRUE,FALSE,FALSE,1
"PIGG",TRUE,FALSE,FALSE,1
"PIGH",TRUE,FALSE,FALSE,1
"PIGL",TRUE,FALSE,FALSE,1
"PIGR",TRUE,FALSE,FALSE,1
"PIGT",TRUE,FALSE,FALSE,1
"PIGW",TRUE,FALSE,FALSE,1
"PIH1D1",TRUE,FALSE,FALSE,1
"PILRB",TRUE,FALSE,FALSE,1
"PIM3",TRUE,FALSE,FALSE,1
"PIN4",TRUE,FALSE,FALSE,1
"PINK1",TRUE,FALSE,FALSE,1
"PINX1",TRUE,FALSE,FALSE,1
"PIP4K2C",TRUE,FALSE,FALSE,1
"PIP5K1A",TRUE,FALSE,FALSE,1
"PIP5KL1",TRUE,FALSE,FALSE,1
"PISD",TRUE,FALSE,FALSE,1
"PITHD1",TRUE,FALSE,FALSE,1
"PITPNA",TRUE,FALSE,FALSE,1
"PITPNA-AS1",TRUE,FALSE,FALSE,1
"PITPNB",TRUE,FALSE,FALSE,1
"PITRM1",TRUE,FALSE,FALSE,1
"PIWIL2",TRUE,FALSE,FALSE,1
"PJA1",TRUE,FALSE,FALSE,1
"PKIB",TRUE,FALSE,FALSE,1
"PKM",TRUE,FALSE,FALSE,1
"PKNOX1",TRUE,FALSE,FALSE,1
"PKP1",TRUE,FALSE,FALSE,1
"PKP2",TRUE,FALSE,FALSE,1
"PKP3",TRUE,FALSE,FALSE,1
"PLA2G12A",TRUE,FALSE,FALSE,1
"PLA2G16",TRUE,FALSE,FALSE,1
"PLA2G4C",TRUE,FALSE,FALSE,1
"PLAT",TRUE,FALSE,FALSE,1
"PLAU",TRUE,FALSE,FALSE,1
"PLAUR",TRUE,FALSE,FALSE,1
"PLCD3",TRUE,FALSE,FALSE,1
"PLCE1",TRUE,FALSE,FALSE,1
"PLCXD1",TRUE,FALSE,FALSE,1
"PLD6",TRUE,FALSE,FALSE,1
"PLEC",TRUE,FALSE,FALSE,1
"PLEK2",TRUE,FALSE,FALSE,1
"PLEKHA1",TRUE,FALSE,FALSE,1
"PLEKHA3",TRUE,FALSE,FALSE,1
"PLEKHA4",TRUE,FALSE,FALSE,1
"PLEKHA6",TRUE,FALSE,FALSE,1
"PLEKHA8",TRUE,FALSE,FALSE,1
"PLEKHB2",TRUE,FALSE,FALSE,1
"PLEKHF1",TRUE,FALSE,FALSE,1
"PLEKHF2",TRUE,FALSE,FALSE,1
"PLEKHG3",TRUE,FALSE,FALSE,1
"PLEKHG6",TRUE,FALSE,FALSE,1
"PLEKHJ1",TRUE,FALSE,FALSE,1
"PLEKHM2",TRUE,FALSE,FALSE,1
"PLEKHN1",TRUE,FALSE,FALSE,1
"PLEKHS1",TRUE,FALSE,FALSE,1
"PLGRKT",TRUE,FALSE,FALSE,1
"PLIN2",TRUE,FALSE,FALSE,1
"PLIN3",TRUE,FALSE,FALSE,1
"PLK1",TRUE,FALSE,FALSE,1
"PLK2",TRUE,FALSE,FALSE,1
"PLOD2",TRUE,FALSE,FALSE,1
"PLOD3",TRUE,FALSE,FALSE,1
"PLP2",TRUE,FALSE,FALSE,1
"PLPP2",TRUE,FALSE,FALSE,1
"PLPP3",TRUE,FALSE,FALSE,1
"PLPP5",TRUE,FALSE,FALSE,1
"PLRG1",TRUE,FALSE,FALSE,1
"PLS3",TRUE,FALSE,FALSE,1
"PLXNB2",TRUE,FALSE,FALSE,1
"PM20D2",TRUE,FALSE,FALSE,1
"PMAIP1",TRUE,FALSE,FALSE,1
"PMF1",TRUE,FALSE,FALSE,1
"PMM2",TRUE,FALSE,FALSE,1
"PMPCA",TRUE,FALSE,FALSE,1
"PMPCB",TRUE,FALSE,FALSE,1
"PNISR",TRUE,FALSE,FALSE,1
"PNMA1",TRUE,FALSE,FALSE,1
"PNN",TRUE,FALSE,FALSE,1
"PNO1",TRUE,FALSE,FALSE,1
"PNP",TRUE,FALSE,FALSE,1
"PNPLA4",TRUE,FALSE,FALSE,1
"PNPLA8",TRUE,FALSE,FALSE,1
"PNPT1",TRUE,FALSE,FALSE,1
"PNRC2",TRUE,FALSE,FALSE,1
"POFUT2",TRUE,FALSE,FALSE,1
"POGK",TRUE,FALSE,FALSE,1
"POLD2",TRUE,FALSE,FALSE,1
"POLDIP2",TRUE,FALSE,FALSE,1
"POLDIP3",TRUE,FALSE,FALSE,1
"POLE3",TRUE,FALSE,FALSE,1
"POLE4",TRUE,FALSE,FALSE,1
"POLR1B",TRUE,FALSE,FALSE,1
"POLR1C",TRUE,FALSE,FALSE,1
"POLR1D",TRUE,FALSE,FALSE,1
"POLR2B",TRUE,FALSE,FALSE,1
"POLR2C",TRUE,FALSE,FALSE,1
"POLR2D",TRUE,FALSE,FALSE,1
"POLR2E",TRUE,FALSE,FALSE,1
"POLR2F",TRUE,FALSE,FALSE,1
"POLR2G",TRUE,FALSE,FALSE,1
"POLR2H",TRUE,FALSE,FALSE,1
"POLR2I",TRUE,FALSE,FALSE,1
"POLR2J",TRUE,FALSE,FALSE,1
"POLR2J2",TRUE,FALSE,FALSE,1
"POLR2J3",TRUE,FALSE,FALSE,1
"POLR2K",TRUE,FALSE,FALSE,1
"POLR2L",TRUE,FALSE,FALSE,1
"POLR2M",TRUE,FALSE,FALSE,1
"POLR3A",TRUE,FALSE,FALSE,1
"POLR3C",TRUE,FALSE,FALSE,1
"POLR3D",TRUE,FALSE,FALSE,1
"POLR3E",TRUE,FALSE,FALSE,1
"POLR3F",TRUE,FALSE,FALSE,1
"POLR3G",TRUE,FALSE,FALSE,1
"POLR3H",TRUE,FALSE,FALSE,1
"POM121C",TRUE,FALSE,FALSE,1
"POMGNT1",TRUE,FALSE,FALSE,1
"POMT2",TRUE,FALSE,FALSE,1
"POMZP3",TRUE,FALSE,FALSE,1
"PON2",TRUE,FALSE,FALSE,1
"POP1",TRUE,FALSE,FALSE,1
"POP4",TRUE,FALSE,FALSE,1
"POP7",TRUE,FALSE,FALSE,1
"POPDC3",TRUE,FALSE,FALSE,1
"POU2F1",TRUE,FALSE,FALSE,1
"POU2F3",TRUE,FALSE,FALSE,1
"PP7080",TRUE,FALSE,FALSE,1
"PPA1",TRUE,FALSE,FALSE,1
"PPA2",TRUE,FALSE,FALSE,1
"PPAN",TRUE,FALSE,FALSE,1
"PPAT",TRUE,FALSE,FALSE,1
"PPFIA1",TRUE,FALSE,FALSE,1
"PPFIBP1",TRUE,FALSE,FALSE,1
"PPHLN1",TRUE,FALSE,FALSE,1
"PPID",TRUE,FALSE,FALSE,1
"PPIE",TRUE,FALSE,FALSE,1
"PPIF",TRUE,FALSE,FALSE,1
"PPIG",TRUE,FALSE,FALSE,1
"PPIH",TRUE,FALSE,FALSE,1
"PPIL1",TRUE,FALSE,FALSE,1
"PPIL4",TRUE,FALSE,FALSE,1
"PPL",TRUE,FALSE,FALSE,1
"PPM1A",TRUE,FALSE,FALSE,1
"PPM1G",TRUE,FALSE,FALSE,1
"PPME1",TRUE,FALSE,FALSE,1
"PPP1CA",TRUE,FALSE,FALSE,1
"PPP1CB",TRUE,FALSE,FALSE,1
"PPP1CC",TRUE,FALSE,FALSE,1
"PPP1R11",TRUE,FALSE,FALSE,1
"PPP1R13L",TRUE,FALSE,FALSE,1
"PPP1R14B",TRUE,FALSE,FALSE,1
"PPP1R14C",TRUE,FALSE,FALSE,1
"PPP1R15A",TRUE,FALSE,FALSE,1
"PPP1R16A",TRUE,FALSE,FALSE,1
"PPP1R1C",TRUE,FALSE,FALSE,1
"PPP1R35",TRUE,FALSE,FALSE,1
"PPP1R37",TRUE,FALSE,FALSE,1
"PPP1R3C",TRUE,FALSE,FALSE,1
"PPP1R3E",TRUE,FALSE,FALSE,1
"PPP1R7",TRUE,FALSE,FALSE,1
"PPP1R8",TRUE,FALSE,FALSE,1
"PPP2CA",TRUE,FALSE,FALSE,1
"PPP2CB",TRUE,FALSE,FALSE,1
"PPP2R1A",TRUE,FALSE,FALSE,1
"PPP2R1B",TRUE,FALSE,FALSE,1
"PPP2R2A",TRUE,FALSE,FALSE,1
"PPP2R2D",TRUE,FALSE,FALSE,1
"PPP2R3A",TRUE,FALSE,FALSE,1
"PPP2R3C",TRUE,FALSE,FALSE,1
"PPP2R5A",TRUE,FALSE,FALSE,1
"PPP2R5E",TRUE,FALSE,FALSE,1
"PPP3CB",TRUE,FALSE,FALSE,1
"PPP3R1",TRUE,FALSE,FALSE,1
"PPP4C",TRUE,FALSE,FALSE,1
"PPP4R1",TRUE,FALSE,FALSE,1
"PPP4R2",TRUE,FALSE,FALSE,1
"PPP4R3A",TRUE,FALSE,FALSE,1
"PPP4R3B",TRUE,FALSE,FALSE,1
"PPP6C",TRUE,FALSE,FALSE,1
"PPRC1",TRUE,FALSE,FALSE,1
"PPTC7",TRUE,FALSE,FALSE,1
"PQBP1",TRUE,FALSE,FALSE,1
"PQLC1",TRUE,FALSE,FALSE,1
"PQLC2",TRUE,FALSE,FALSE,1
"PRCC",TRUE,FALSE,FALSE,1
"PRDM2",TRUE,FALSE,FALSE,1
"PRDM4",TRUE,FALSE,FALSE,1
"PRDX1",TRUE,FALSE,FALSE,1
"PRDX5",TRUE,FALSE,FALSE,1
"PRDX6",TRUE,FALSE,FALSE,1
"PREB",TRUE,FALSE,FALSE,1
"PRELID3A",TRUE,FALSE,FALSE,1
"PRELID3B",TRUE,FALSE,FALSE,1
"PREPL",TRUE,FALSE,FALSE,1
"PRKAA1",TRUE,FALSE,FALSE,1
"PRKAA2",TRUE,FALSE,FALSE,1
"PRKAB1",TRUE,FALSE,FALSE,1
"PRKAB2",TRUE,FALSE,FALSE,1
"PRKAG1",TRUE,FALSE,FALSE,1
"PRKAG2",TRUE,FALSE,FALSE,1
"PRKCI",TRUE,FALSE,FALSE,1
"PRKCZ",TRUE,FALSE,FALSE,1
"PRKRA",TRUE,FALSE,FALSE,1
"PRKRIP1",TRUE,FALSE,FALSE,1
"PRKRIR",TRUE,FALSE,FALSE,1
"PRMT1",TRUE,FALSE,FALSE,1
"PRMT3",TRUE,FALSE,FALSE,1
"PRMT5",TRUE,FALSE,FALSE,1
"PROM1",TRUE,FALSE,FALSE,1
"PROM2",TRUE,FALSE,FALSE,1
"PROSC",TRUE,FALSE,FALSE,1
"PROSER2",TRUE,FALSE,FALSE,1
"PRPF18",TRUE,FALSE,FALSE,1
"PRPF19",TRUE,FALSE,FALSE,1
"PRPF3",TRUE,FALSE,FALSE,1
"PRPF31",TRUE,FALSE,FALSE,1
"PRPF38A",TRUE,FALSE,FALSE,1
"PRPF38B",TRUE,FALSE,FALSE,1
"PRPF39",TRUE,FALSE,FALSE,1
"PRPF4",TRUE,FALSE,FALSE,1
"PRPF40A",TRUE,FALSE,FALSE,1
"PRPF40B",TRUE,FALSE,FALSE,1
"PRPF4B",TRUE,FALSE,FALSE,1
"PRPF6",TRUE,FALSE,FALSE,1
"PRPS1",TRUE,FALSE,FALSE,1
"PRPSAP2",TRUE,FALSE,FALSE,1
"PRR14",TRUE,FALSE,FALSE,1
"PRR14L",TRUE,FALSE,FALSE,1
"PRR34-AS1",TRUE,FALSE,FALSE,1
"PRR7",TRUE,FALSE,FALSE,1
"PRRC1",TRUE,FALSE,FALSE,1
"PRRC2C",TRUE,FALSE,FALSE,1
"PRRG1",TRUE,FALSE,FALSE,1
"PRRG2",TRUE,FALSE,FALSE,1
"PRRG4",TRUE,FALSE,FALSE,1
"PRRT3",TRUE,FALSE,FALSE,1
"PRRT3-AS1",TRUE,FALSE,FALSE,1
"PRSS16",TRUE,FALSE,FALSE,1
"PRSS22",TRUE,FALSE,FALSE,1
"PRSS3",TRUE,FALSE,FALSE,1
"PRSS8",TRUE,FALSE,FALSE,1
"PSAP",TRUE,FALSE,FALSE,1
"PSAT1",TRUE,FALSE,FALSE,1
"PSD3",TRUE,FALSE,FALSE,1
"PSEN1",TRUE,FALSE,FALSE,1
"PSEN2",TRUE,FALSE,FALSE,1
"PSENEN",TRUE,FALSE,FALSE,1
"PSG4",TRUE,FALSE,FALSE,1
"PSMA1",TRUE,FALSE,FALSE,1
"PSMA2",TRUE,FALSE,FALSE,1
"PSMA3",TRUE,FALSE,FALSE,1
"PSMA3-AS1",TRUE,FALSE,FALSE,1
"PSMA4",TRUE,FALSE,FALSE,1
"PSMA5",TRUE,FALSE,FALSE,1
"PSMB1",TRUE,FALSE,FALSE,1
"PSMB2",TRUE,FALSE,FALSE,1
"PSMB3",TRUE,FALSE,FALSE,1
"PSMB4",TRUE,FALSE,FALSE,1
"PSMB6",TRUE,FALSE,FALSE,1
"PSMB7",TRUE,FALSE,FALSE,1
"PSMC1",TRUE,FALSE,FALSE,1
"PSMC2",TRUE,FALSE,FALSE,1
"PSMC3",TRUE,FALSE,FALSE,1
"PSMC3IP",TRUE,FALSE,FALSE,1
"PSMC4",TRUE,FALSE,FALSE,1
"PSMC5",TRUE,FALSE,FALSE,1
"PSMC6",TRUE,FALSE,FALSE,1
"PSMD1",TRUE,FALSE,FALSE,1
"PSMD10",TRUE,FALSE,FALSE,1
"PSMD11",TRUE,FALSE,FALSE,1
"PSMD12",TRUE,FALSE,FALSE,1
"PSMD13",TRUE,FALSE,FALSE,1
"PSMD14",TRUE,FALSE,FALSE,1
"PSMD2",TRUE,FALSE,FALSE,1
"PSMD3",TRUE,FALSE,FALSE,1
"PSMD4",TRUE,FALSE,FALSE,1
"PSMD5",TRUE,FALSE,FALSE,1
"PSMD6",TRUE,FALSE,FALSE,1
"PSMD7",TRUE,FALSE,FALSE,1
"PSMD8",TRUE,FALSE,FALSE,1
"PSMD9",TRUE,FALSE,FALSE,1
"PSME3",TRUE,FALSE,FALSE,1
"PSME4",TRUE,FALSE,FALSE,1
"PSMF1",TRUE,FALSE,FALSE,1
"PSMG1",TRUE,FALSE,FALSE,1
"PSMG3",TRUE,FALSE,FALSE,1
"PSORS1C1",TRUE,FALSE,FALSE,1
"PSPC1",TRUE,FALSE,FALSE,1
"PSTPIP2",TRUE,FALSE,FALSE,1
"PTBP1",TRUE,FALSE,FALSE,1
"PTBP2",TRUE,FALSE,FALSE,1
"PTCD1",TRUE,FALSE,FALSE,1
"PTCD3",TRUE,FALSE,FALSE,1
"PTEN",TRUE,FALSE,FALSE,1
"PTER",TRUE,FALSE,FALSE,1
"PTGER3",TRUE,FALSE,FALSE,1
"PTGES",TRUE,FALSE,FALSE,1
"PTGES3",TRUE,FALSE,FALSE,1
"PTGR1",TRUE,FALSE,FALSE,1
"PTGR2",TRUE,FALSE,FALSE,1
"PTHLH",TRUE,FALSE,FALSE,1
"PTK2",TRUE,FALSE,FALSE,1
"PTMS",TRUE,FALSE,FALSE,1
"PTN",TRUE,FALSE,FALSE,1
"PTOV1",TRUE,FALSE,FALSE,1
"PTP4A1",TRUE,FALSE,FALSE,1
"PTP4A2",TRUE,FALSE,FALSE,1
"PTPMT1",TRUE,FALSE,FALSE,1
"PTPN12",TRUE,FALSE,FALSE,1
"PTPN14",TRUE,FALSE,FALSE,1
"PTPN21",TRUE,FALSE,FALSE,1
"PTPN3",TRUE,FALSE,FALSE,1
"PTPRE",TRUE,FALSE,FALSE,1
"PTPRF",TRUE,FALSE,FALSE,1
"PTPRK",TRUE,FALSE,FALSE,1
"PTRF",TRUE,FALSE,FALSE,1
"PTRH2",TRUE,FALSE,FALSE,1
"PTS",TRUE,FALSE,FALSE,1
"PTTG1IP",TRUE,FALSE,FALSE,1
"PUF60",TRUE,FALSE,FALSE,1
"PUM1",TRUE,FALSE,FALSE,1
"PUM2",TRUE,FALSE,FALSE,1
"PUM3",TRUE,FALSE,FALSE,1
"PURA",TRUE,FALSE,FALSE,1
"PURB",TRUE,FALSE,FALSE,1
"PUS1",TRUE,FALSE,FALSE,1
"PUS10",TRUE,FALSE,FALSE,1
"PUS3",TRUE,FALSE,FALSE,1
"PUS7",TRUE,FALSE,FALSE,1
"PUSL1",TRUE,FALSE,FALSE,1
"PVR",TRUE,FALSE,FALSE,1
"PVRL2",TRUE,FALSE,FALSE,1
"PVRL4",TRUE,FALSE,FALSE,1
"PVT1",TRUE,FALSE,FALSE,1
"PWP1",TRUE,FALSE,FALSE,1
"PWWP2B",TRUE,FALSE,FALSE,1
"PXDC1",TRUE,FALSE,FALSE,1
"PXN",TRUE,FALSE,FALSE,1
"PYCR2",TRUE,FALSE,FALSE,1
"PYCRL",TRUE,FALSE,FALSE,1
"PYGL",TRUE,FALSE,FALSE,1
"PYM1",TRUE,FALSE,FALSE,1
"PYROXD1",TRUE,FALSE,FALSE,1
"PYURF",TRUE,FALSE,FALSE,1
"QARS",TRUE,FALSE,FALSE,1
"QDPR",TRUE,FALSE,FALSE,1
"QRICH1",TRUE,FALSE,FALSE,1
"QRSL1",TRUE,FALSE,FALSE,1
"QSER1",TRUE,FALSE,FALSE,1
"QSOX1",TRUE,FALSE,FALSE,1
"QSOX2",TRUE,FALSE,FALSE,1
"QTRT1",TRUE,FALSE,FALSE,1
"QTRTD1",TRUE,FALSE,FALSE,1
"R3HCC1",TRUE,FALSE,FALSE,1
"R3HCC1L",TRUE,FALSE,FALSE,1
"RAB10",TRUE,FALSE,FALSE,1
"RAB11A",TRUE,FALSE,FALSE,1
"RAB11FIP1",TRUE,FALSE,FALSE,1
"RAB11FIP2",TRUE,FALSE,FALSE,1
"RAB11FIP5",TRUE,FALSE,FALSE,1
"RAB13",TRUE,FALSE,FALSE,1
"RAB14",TRUE,FALSE,FALSE,1
"RAB17",TRUE,FALSE,FALSE,1
"RAB18",TRUE,FALSE,FALSE,1
"RAB1A",TRUE,FALSE,FALSE,1
"RAB21",TRUE,FALSE,FALSE,1
"RAB22A",TRUE,FALSE,FALSE,1
"RAB25",TRUE,FALSE,FALSE,1
"RAB27B",TRUE,FALSE,FALSE,1
"RAB30-AS1",TRUE,FALSE,FALSE,1
"RAB32",TRUE,FALSE,FALSE,1
"RAB34",TRUE,FALSE,FALSE,1
"RAB35",TRUE,FALSE,FALSE,1
"RAB38",TRUE,FALSE,FALSE,1
"RAB3B",TRUE,FALSE,FALSE,1
"RAB3GAP1",TRUE,FALSE,FALSE,1
